idx,x,y,z,u,v,label
127,-0.6000837799380293,0.28507194244604317,0.56,0.29997207335399023,0.1199040767386091,
128,-0.6000438847294439,0.30305755395683454,0.56,0.299985371756852,0.09592326139088732,
129,-0.6000039895208584,0.3210431654676259,0.56,0.2999986701597139,0.07194244604316545,
130,-0.599964094312273,0.33902877697841727,0.56,0.30001196856257567,0.04796163069544366,
131,-0.5999241991036877,0.35701438848920863,0.56,0.30002526696543746,0.023980815347721788,
132,-0.5998843038951021,0.375,0.56,0.3000385653682993,0.0,
133,-0.5821274669260046,0.375,0.56,0.3059575110246651,0.0,
134,-0.5643706299569073,0.375,0.56,0.31187645668103087,0.0,
135,-0.5466137929878099,0.375,0.56,0.3177954023373967,0.0,
136,-0.5288569560187124,0.375,0.56,0.32371434799376253,0.0,
137,-0.5111001190496152,0.375,0.56,0.3296332936501283,0.0,
138,-0.4933432820805175,0.375,0.56,0.33555223930649414,0.0,
139,-0.47558644511142023,0.375,0.56,0.34147118496285994,0.0,
140,-0.45782960814232276,0.375,0.56,0.34739013061922575,0.0,
141,-0.4400727711732255,0.375,0.56,0.3533090762755915,0.0,
142,-0.42231593420412805,0.375,0.56,0.35922802193195735,0.0,
143,-0.4045590972350308,0.375,0.56,0.36514696758832305,0.0,
144,-0.38680226026593334,0.375,0.56,0.3710659132446889,0.0,
145,-0.3690454232968359,0.375,0.56,0.3769848589010547,0.0,
146,-0.3512885863277384,0.375,0.56,0.3829038045574205,0.0,
147,-0.33353174935864116,0.375,0.56,0.3888227502137863,0.0,
